country_name,party_id,farright,v2paanteli,v2papeople,v2paopresp,v2paplur,v2paminor,v2paviol,v2paimmig,v2palgbt,v2paculsup,v2parelig,v2pagender,v2pawomlab,v2pariglef,v2pawelf,v2paclient
Bulgaria,7809,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulgaria,7809,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulgaria,7809,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulgaria,7809,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulgaria,7809,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulgaria,7809,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bulgaria,8033,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,72,0,-1.621,-1.244,2.321,1.185,1.244,0.9,-0.887,-0.253,0.24,-0.146,-0.771,-0.309,0.899,1.225,-1.763
Croatia,72,0,-1.621,-1.659,2.321,1.185,1.244,1.155,-0.887,-0.253,0.24,-0.146,-0.771,-0.309,0.44,1.225,-1.228
Croatia,72,0,-1.858,-1.659,2.321,1.185,0.82,1.155,-0.887,-0.696,-0.539,-0.153,-0.771,-1.075,0.176,1.225,-1.228
Croatia,72,0,-1.858,-1.659,2.321,1.185,0.821,1.155,-0.887,-0.696,-0.539,-0.153,-0.771,-1.075,0.176,1.225,-1.228
Croatia,72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,78,0,-1.848,-2.436,1.968,1.543,1.42,1.124,-0.18,0.617,0.342,1.151,-0.216,0.182,0.828,-0.016,-2.249
Croatia,214,0,-1.638,-2.284,2.298,1.525,1.413,1.173,0.461,0.618,0.914,1.127,0.59,0.3,0.241,0.113,-2.304
Croatia,214,0,-1.446,-2.284,2.298,1.525,1.413,1.173,0.461,0.618,0.914,1.127,0.59,0.3,0.241,0.113,-2.266
Croatia,214,0,-1.54,-2.284,2.298,1.525,1.413,1.173,0.461,0.628,0.852,1.127,0.59,0.745,0.241,0.113,-1.594
Croatia,214,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,253,1,-0.255,-0.748,-0.221,-0.384,-0.549,-0.878,-2.496,-1.083,-2.063,-2.333,-1.65,-1.788,1.87,0.577,-1.36
Croatia,253,1,-0.255,-0.748,-0.22,-0.384,-0.549,-0.878,-2.496,-1.083,-2.063,-2.333,-1.65,-1.788,2.237,0.577,-1.109
Croatia,253,1,-0.255,-1.008,-0.22,-0.384,-0.549,-0.244,-2.496,-1.083,-1.301,-2.333,-1.65,-1.077,2.203,0.577,-0.695
Croatia,253,1,-0.255,-0.984,0.126,0.201,-0.549,-0.244,-2.496,-1.083,-1.301,-2.333,-1.65,-1.077,2.203,0.577,-0.695
Croatia,513,0,-1.492,-2.428,2.285,1.998,2.716,1.685,1.101,1.516,2.721,1.98,0.081,0.302,-1.187,0.556,0.215
Croatia,513,0,-1.632,-2.459,2.281,2.055,2.721,1.741,1.124,3.159,2.728,1.97,0.065,1.252,-1.155,0.554,0.32
Croatia,799,0,-1.653,-2.443,0.824,1.556,1.97,1.439,0.443,1.014,1.041,1.128,1.401,0.494,-0.487,0.017,-1.233
Croatia,799,0,-1.653,-2.443,1.276,1.556,1.97,1.439,0.443,1.014,1.041,1.128,1.401,0.494,-0.487,0.017,-1.233
Croatia,799,0,-1.636,-2.484,1.291,2.027,2.322,1.803,1.121,1.833,2.074,1.969,1.78,1.578,-0.455,0.254,-0.891
Croatia,799,0,-1.636,-2.484,1.291,2.027,2.716,1.803,1.121,3.013,2.074,1.969,1.78,2.596,-0.478,0.254,-0.399
Croatia,799,0,-1.812,-2.484,1.291,2.027,2.716,1.803,1.768,3.872,2.074,1.969,2.389,2.596,-0.478,0.254,-0.06
Croatia,799,0,-1.812,-2.484,1.291,2.045,2.265,1.803,2.432,3.872,2.074,1.969,1.794,1.767,-0.458,0.222,-0.878
Croatia,799,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,1431,0,-2.167,0.004,-1.014,-0.376,-0.298,0.279,-0.877,-0.715,-1.318,-1.674,-0.764,-1.048,0.981,0.025,1.266
Croatia,1431,0,-2.167,-0.21,-0.827,-0.376,-0.298,0.279,-0.877,-0.715,-1.318,-1.674,-0.788,-1.048,1.289,0.025,1.266
Croatia,1431,0,-1.863,-0.757,0.282,0.243,0.192,1.418,-0.877,-0.715,-0.537,-0.456,-0.107,-1.048,1.289,0.305,0.666
Croatia,1431,0,-2.131,-0.974,1.135,1.543,0.985,1.418,-0.877,-0.292,0.037,-0.456,-0.107,-0.768,0.831,0.305,1.254
Croatia,1431,0,-2.131,-0.974,1.135,1.543,1.141,1.418,-0.877,-0.292,0.037,-0.106,-0.107,-0.233,0.831,0.305,1.254
Croatia,1431,0,-1.853,-0.974,1.135,1.543,1.141,1.418,-0.877,-0.292,0.037,-0.106,0.967,0.645,0.831,0.305,0.642
Croatia,1431,0,-2.166,-0.215,-0.649,0.762,0.26,0.53,-1.624,-0.237,-0.751,-0.768,0.956,-0.182,0.831,0.305,0.939
Croatia,1431,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,1475,0,-1.857,-1.656,1.343,1.179,1.971,1.169,0.448,1.038,1.932,1.156,-0.786,0.995,-1.068,1.557,-2.337
Croatia,1475,0,-1.655,-1.656,1.343,1.179,1.971,1.169,0.448,1.038,1.932,1.156,-0.786,1.039,-1.068,1.557,-1.378
Croatia,1475,0,-2.134,-1.656,2,1.543,2.278,1.424,0.448,1.432,1.932,2.001,0.033,1.039,-0.86,1.794,-0.675
Croatia,1475,0,-1.658,-1.656,2,1.543,2.278,1.424,1.116,1.432,1.932,2.001,0.445,1.586,-0.86,0.826,-0.994
Croatia,1475,0,-1.658,-1.656,2,1.543,2.278,1.424,1.116,1.801,1.932,2.001,1.1,2.595,-0.86,0.826,-0.979
Croatia,1475,0,-1.658,-1.656,2,1.543,2.278,1.424,1.116,2.111,1.932,2.001,1.1,2.595,-0.746,0.525,-0.694
Croatia,1475,0,-1.658,-1.656,1.313,1.543,2.278,1.424,1.083,2.111,1.932,2.001,1.075,2.562,-0.733,0.535,-1.03
Croatia,1475,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,2029,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,2062,0,-1.836,-0.979,2.278,1.554,1.43,1.127,-0.884,0.162,0.893,0.623,-0.765,0.275,-0.935,1.903,-1.712
Croatia,2062,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,2522,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,2522,0,-1.645,-2.43,1.315,1.545,2.324,1.421,1.836,2.093,1.958,1.159,0.722,1.788,-0.853,0.535,-1.008
Croatia,3136,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,3143,0,1.295,-0.605,1.326,1.539,1.414,1.146,-0.179,1.476,1.625,1.122,-0.78,1.824,-1.752,1.592,-2.302
Croatia,3648,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,3918,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,3918,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,3918,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,3918,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,3918,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,3918,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,3918,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,3918,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,3918,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,3918,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,3918,0,-1.006,-0.997,0.88,0.76,0.601,1.108,-1.384,-0.232,-1.015,-0.381,0.917,-0.149,1.008,0.305,0.934
Croatia,3918,0,0.754,0.657,-0.546,0.828,1.024,0.404,-1.227,0.198,0.54,0.22,1.106,0.9,-0.524,1.255,-2.366
Croatia,4865,0,1.591,0.615,1.34,0.82,0.382,1.166,-1.25,-1.063,0.068,-0.492,-0.512,0.128,1.015,-0.532,-1.932
Croatia,4865,0,1.591,0.615,1.34,0.809,0.382,1.238,-1.627,-1.063,0.068,-0.492,-0.512,0.128,1.015,-0.532,-1.932
Croatia,4867,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croatia,6620,0,-0.936,0.038,0.866,0.759,0.146,0.184,-1.826,-1.064,-0.135,0.254,0.922,-0.54,0.359,-1.625,0.33
Croatia,8036,0,-1.864,-1.229,1.315,0.786,0.175,1.105,-0.913,-0.694,-0.746,-1.842,-2.216,-1.725,0.97,1.419,-2.14
Croatia,8036,0,-1.473,-1.229,1.315,0.786,0.175,1.105,-0.913,-0.694,-0.746,-1.842,-2.216,-1.725,0.97,1.64,-2.14
Croatia,8037,0,-0.585,-0.549,2.249,0.616,1.345,1.106,-0.908,-0.269,-0.192,-0.508,-1.663,-1.056,0.535,1.405,-1.441
Cyprus,563,0,-0.771,-1.088,-1.439,1.846,-2.663,0.992,-1.788,0.322,0.165,-1.336,-0.654,0.747,1.764,0.933,-0.524
Cyprus,563,0,-0.771,-1.088,-0.285,1.846,-2.663,0.992,-1.788,0.322,-1.151,-1.336,-0.654,0.747,1.764,0.933,-0.524
Cyprus,563,0,-0.771,-1.088,1.117,1.846,-0.738,0.992,-0.173,0.322,0.11,-1.336,0.609,0.747,1.764,0.933,-0.524
Cyprus,563,0,-0.771,-1.088,1.102,1.846,-0.738,0.992,-0.173,0.322,0.11,-1.336,0.609,0.747,1.171,0.933,-0.524
Cyprus,563,0,-0.771,-1.088,1.102,1.846,-0.738,0.992,-0.173,0.306,0.11,-1.336,0.609,0.747,2.029,0.933,-0.524
Cyprus,563,0,-1.081,-1.088,1.102,1.846,-0.428,0.992,-0.173,0.306,0.11,-1.336,0.609,0.747,2.056,0.933,-0.524
Cyprus,635,0,0.077,0.128,-1.447,1.822,-2.336,1.026,-1.655,0.299,-1.144,-1.303,-0.655,0.006,1.501,0.948,-0.264
Cyprus,635,0,0.077,0.128,-1.447,1.822,-2.336,1.026,-1.655,0.299,0.133,-1.303,-0.655,0.006,1.501,0.948,-0.264
Cyprus,635,0,0.077,0.128,0.794,1.822,-2.336,1.026,-1.655,-1.178,-2.006,-1.303,0.067,0.006,1.501,0.948,-0.264
Cyprus,635,0,0.077,0.128,0.794,1.822,-2.336,1.831,-1.655,-0.436,-2.006,-1.303,0.067,0.006,1.501,0.948,-0.264
Cyprus,635,0,-0.007,0.128,0.794,1.822,-2.336,1.831,-1.655,-0.436,-2.006,-1.303,0.067,0.294,1.501,0.948,-0.264
Cyprus,635,0,0.015,0.128,0.794,1.822,-1.837,0.663,-1.655,-0.436,-2.006,-1.303,0.067,0.294,1.501,0.948,-0.264
Cyprus,1028,0,1.38,0.141,0.789,1.844,-1.426,0.674,-1.035,0.278,-1.347,-0.921,-1.483,0.311,-1.37,0.953,-0.321
Cyprus,1028,0,1.38,0.141,0.789,1.878,-1.426,0.668,-1.035,0.278,-1.347,-0.921,-1.483,0.311,-0.629,0.953,-0.321
Cyprus,1028,0,0.892,0.141,0.789,1.878,-1.426,0.668,-1.035,-1.192,-1.347,-0.921,-0.628,0.311,-0.629,0.953,-0.321
Cyprus,1028,0,1.44,0.141,0.789,1.878,-1.426,0.668,-1.035,0.268,-1.347,-0.921,0.05,0.311,-0.629,0.953,-0.321
Cyprus,1028,0,1.204,0.141,0.789,1.878,-1.033,0.668,-1.035,0.268,-1.347,-0.921,-0.634,0.311,-0.629,0.953,-0.263
Cyprus,1028,0,1.228,0.141,0.812,1.878,-1.432,0.668,-1.035,0.268,-1.347,-1.323,0.117,0.311,-0.629,0.953,-0.263
Cyprus,1076,0,2.209,0.993,0.922,1.833,0.144,1.779,1.357,0.302,2.072,0.215,-0.675,0.639,-2.085,1.837,-0.255
Cyprus,1076,0,2.209,0.993,0.922,1.833,0.144,1.779,1.357,0.302,2.072,0.215,-0.675,0.639,-1.418,1.837,-0.255
Cyprus,1076,0,2.209,0.993,0.922,1.833,0.144,1.779,1.357,0.302,2.072,0.215,0.06,2.877,-1.418,1.837,-0.255
Cyprus,1076,0,2.209,0.993,0.922,1.833,0.144,1.779,1.357,0.302,2.072,0.215,0.06,2.877,-1.418,1.837,-0.255
Cyprus,1076,0,2.209,0.993,0.922,1.833,0.546,1.779,1.357,1.814,2.072,0.215,0.06,2.877,-1.418,1.837,-0.255
Cyprus,1076,0,2.381,1.411,1.129,1.833,0.546,1.779,1.357,1.814,3.15,0.215,0.802,2.877,-0.672,1.837,-0.255
Cyprus,1817,0,-0.749,-1.071,0.699,1.858,0.84,0.817,-1.769,1.795,-1.176,1.076,0.778,2.653,1.256,-0.161,-1.598
Cyprus,3117,0,1.42,0.191,1.143,1.84,-0.022,1.016,-0.189,0.262,0.119,-0.025,0.621,0.737,0.13,0.918,-0.61
Cyprus,4883,0,0.989,0.152,0.788,1.843,-2.598,1.006,-2.63,0.267,-2.826,-1.34,3.013,1.814,2.062,1.825,-0.62
Czech Republic,104,0,-0.833,-2.765,1.92,2.087,2.391,2.067,1.153,1.218,2.5,1.882,-0.152,0.471,0.758,-0.252,-1.791
Czech Republic,104,0,-1.312,-2.765,1.889,2.087,2.391,2.067,1.153,1.218,2.522,1.882,-0.152,0.478,0.758,-0.252,-2.111
Czech Republic,177,0,-0.377,-0.006,1.041,1.662,1.707,0.969,0.586,0.597,1.226,1.866,0.099,0.85,-1.477,1.324,-1.038
Czech Republic,177,0,0.08,0.31,0.403,1.662,1.707,2.041,0.825,0.906,0.906,1.866,0.1,0.85,-1.312,1.324,-1.038
Czech Republic,177,0,-0.385,0.224,0.788,1.662,1.164,2.041,0.298,0.906,0.906,1.866,0.1,0.85,-1.312,1.324,-1.038
Czech Republic,177,0,-0.957,-0.371,1.43,1.662,1.39,2.041,0.542,0.906,0.906,1.866,0.614,0.85,-1.312,1.324,-1.102
Czech Republic,177,0,-0.957,-0.54,1.183,1.662,1.39,2.041,0.238,1.044,1.088,1.866,0.614,1.421,-1.312,1.324,-1.102
Czech Republic,177,0,-0.86,-0.225,1.13,1.662,1.363,2.041,0.238,1.091,0.973,1.866,0.614,0.828,-1.312,1.324,-1.025
Czech Republic,177,0,-0.958,-0.449,1.13,1.662,1.363,2.041,-0.275,1.091,0.973,1.846,1.076,0.828,-1.312,1.324,-1.025
Czech Republic,177,0,-1.073,-0.671,2.04,1.662,1.257,2.041,-0.967,1.091,1.165,1.874,1.237,0.666,-1.312,1.324,-1.103
Czech Republic,223,0,-0.712,-2.895,2.114,2.079,1.352,2.052,0.704,0.625,1.797,0.927,-0.437,-0.328,1.222,-0.394,-1.212
Czech Republic,223,0,-1.097,-2.895,2.108,2.079,2.429,2.052,0.37,1.065,2.102,0.927,-0.397,0.051,1.222,-0.394,-1.236
Czech Republic,223,0,-1.007,-2.469,1.515,1.683,1.881,2.052,0.047,1.232,2.321,1.864,0.341,0.395,1.345,-0.591,-1.282
Czech Republic,466,0,-2.049,-2.247,1.865,1.649,1.553,2.019,0.137,-0.096,1.585,0.904,-0.595,-1.082,1.641,-0.092,-0.877
Czech Republic,466,0,-2.015,-2.898,1.622,1.649,1.553,2.019,0.474,-0.109,0.982,0.904,-0.61,-1.54,1.8,-0.092,-0.877
Czech Republic,466,0,-1.581,-2.7,1.892,1.649,1.553,2.019,0.474,-0.109,1.565,0.904,-0.61,-1.573,1.649,-0.092,-0.877
Czech Republic,466,0,-1.429,-2.499,1.892,1.649,1.553,2.019,0.167,-0.163,1.259,0.904,-0.61,-1.064,1.649,-0.092,-0.877
Czech Republic,466,0,-1.484,-2.499,1.737,1.649,1.02,2.019,0.368,-0.345,1.17,0.904,0.132,-1.363,1.649,-0.092,-0.815
Czech Republic,466,0,-1.587,-2.499,1.543,1.649,1.02,2.019,0.368,-0.515,1.17,0.904,0.132,-0.924,1.473,-0.092,-0.92
Czech Republic,466,0,-1.587,-2.499,1.452,1.649,1.562,2.019,-0.98,-0.792,0.871,0.904,0.473,-0.924,1.473,-0.092,-0.92
Czech Republic,466,0,-1.137,-1.717,1.241,1.649,1.292,2.019,-1.498,-1.187,0.817,0.904,-0.283,-1.489,1.473,-0.092,-1.068
Czech Republic,676,0,-0.948,-1.288,2.048,1.65,1.512,2.044,0.373,-1.69,0.563,-0.665,-1.433,-1.518,-0.303,0.45,-1.192
Czech Republic,676,0,-2.112,-1.219,1.885,1.407,1.512,2.044,0.36,-1.69,0.543,-0.665,-1.405,-1.06,-0.195,0.45,-1.001
Czech Republic,676,0,-2.112,-1.562,1.309,1.66,1.512,2.044,0.36,-1.685,0.543,-0.573,-1.405,-1.349,-0.322,0.45,-1.497
Czech Republic,676,0,-1.741,-1.562,1.979,1.66,1.512,2.044,0.36,-1.695,0.543,-0.461,-0.82,-1.349,-0.42,0.45,-1.497
Czech Republic,676,0,-1.741,-1.562,1.979,1.66,1.444,2.044,0.36,-1.695,0.543,-0.461,-0.82,-1.376,-0.323,0.45,-1.497
Czech Republic,676,0,-1.741,-1.562,1.979,1.66,1.496,2.044,0.36,-1.695,0.543,-0.461,-0.31,-1.354,-0.323,0.45,-1.497
Czech Republic,676,0,-2.1,-1.315,2.018,1.664,1.524,2.034,-0.458,-1.212,0.512,-0.449,-0.311,-1.159,-0.205,0.114,-1.604
Czech Republic,676,0,-1.587,-1.68,2.022,1.664,1.343,2.034,-0.715,-1.296,0.512,-0.564,-0.247,-1.311,0.168,0.114,-1.745
Czech Republic,824,0,-1.245,-2.126,2.077,1.393,1.404,2.035,-1.043,-1.95,0.832,-0.728,-0.869,-2.483,1.208,-1.249,-2.203
Czech Republic,936,0,-0.656,-0.951,2.036,0.858,1.526,2.012,-0.678,0.127,0.25,1.863,-0.896,-0.475,-1.069,0.795,-1.247
Czech Republic,952,0,0.67,-0.634,1.288,0.432,1.353,1.182,-0.657,0.124,-0.048,1.871,-0.997,-1.244,-0.726,0.273,-1.605
Czech Republic,952,0,0.573,-0.637,1.309,0.374,1.438,1.182,-0.675,0.13,-0.048,1.871,-0.997,-1.258,-0.636,0.302,-1.47
Czech Republic,1008,0,-2.088,-3.751,2.074,1.648,1.952,2.029,0.497,0.173,1.694,0.744,-0.978,-0.897,1.822,-1.781,-1.475
Czech Republic,1008,0,-2.088,-3.125,2.074,1.648,1.952,1.992,0.497,0.328,1.702,1.045,-0.994,-0.914,1.822,-1.559,-1.475
Czech Republic,1041,0,-0.173,0.576,-0.215,-0.749,-0.544,0.11,-1.33,-0.471,-0.442,1.856,-0.055,0.795,-3.67,2.197,-1.136
Czech Republic,1202,0,1.979,1.262,0.687,0.557,0.726,1.975,-0.559,-0.309,1.071,1.865,1.897,0.266,0.189,0.113,-0.703
Czech Republic,1349,0,0.072,-1.107,1.511,2.102,1.977,2.051,0.628,0.391,1.846,1.831,0.555,-0.103,0.063,0.926,-2.736
Czech Republic,1554,0,0.333,-1.785,1.541,1.016,2.8,2.038,2.189,2.62,2.773,1.841,2.65,2.889,-1.139,0.498,-2.725
Czech Republic,1657,1,3.229,1.282,-0.763,-0.447,-1.176,-0.707,-3.733,-2.019,-2.411,0.906,-2.007,-1.094,-0.267,-0.494,-1.165
Czech Republic,1657,1,3.711,1.452,-0.765,-0.443,-1.176,-0.707,-3.733,-2.036,-3.128,0.906,-2.025,-1.548,-0.367,-0.494,-1.104
Czech Republic,1707,0,-0.287,-1.764,2.703,1.72,2.25,1.271,1.013,1.064,2.26,1.85,0.453,0.027,0.507,0.576,-1.504
Czech Republic,1728,0,1.106,1.256,0.023,-0.469,-0.119,0.478,-1.484,-1.484,-0.086,1.842,-0.058,1.211,-3.345,2.203,-1.161
Czech Republic,1728,0,1.179,1.388,0.032,-0.471,-0.119,0.478,-1.484,-1.313,-0.086,1.842,0.454,1.211,-3.345,1.605,-1.376
Czech Republic,1728,0,1.246,1.388,0.218,-0.145,0.05,0.686,-1.484,-1.313,-0.086,1.842,0.454,1.211,-3.345,1.605,-1.385
Czech Republic,1728,0,1.246,1.404,0.339,-0.145,0.119,0.686,-1.484,-1.133,-0.086,1.842,0.452,1.211,-3.345,1.605,-1.359
Czech Republic,1728,0,1.506,1.395,0.339,-0.145,0.132,0.7,-1.758,-1.133,-0.086,1.842,0.437,1.211,-3.345,1.605,-1.359
Czech Republic,1728,0,1.506,1.395,0.339,-0.145,0.132,0.7,-1.943,-1.133,-0.086,1.842,0.437,1.023,-3.345,1.295,-1.359
Czech Republic,1728,0,1.217,1.395,0.558,-0.145,0.132,0.7,-1.943,-1.469,-0.086,1.842,0.437,1.219,-3.345,1.622,-1.359
Czech Republic,1728,0,1.033,1.398,0.558,-0.145,0.171,0.952,-2.519,-0.884,0.047,1.842,0.464,0.915,-3.345,1.622,-1.471
Czech Republic,2047,0,1.106,-1.111,1.544,1.06,2.404,1.221,1.839,1.648,2.095,1.87,0.767,1.212,-0.534,0.55,-2.93
Czech Republic,2049,1,3.709,3.069,-0.256,-0.334,-0.495,-0.312,-2.794,-2.313,-1.061,1.86,-2.018,-2.339,-0.281,0.425,-1.189
Czech Republic,2141,0,1.448,0.706,0.227,0.298,0.513,2.047,-0.887,-0.02,0.558,1.843,1.126,0.03,0.19,0.215,-0.328
Czech Republic,2141,0,0.607,0.081,0.27,0.333,0.221,2.047,-1.124,-0.182,0.679,1.843,1.329,-0.05,-0.527,0.662,-0.286
Czech Republic,3921,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Czech Republic,6125,1,2.875,1.466,-0.298,-0.269,-0.715,-0.384,-4.503,-1.94,-1.323,0.679,-1.532,-2.129,-0.418,0.116,-0.685
Czech Republic,6202,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denmark,212,0,0.032,-2.214,0.816,1.769,1.339,1.751,-0.218,1.955,0.214,1.768,0.156,0.542,2.736,-1.401,-2.104
Denmark,329,0,-0.746,-1.809,2.033,1.036,2.219,1.703,1.659,2.002,2.265,1.754,0.952,2.59,-2.044,2.363,-2.095
Denmark,329,0,-0.746,-1.809,2.033,1.847,2.219,1.703,1.659,2.516,2.265,1.754,0.952,2.59,-2.044,2.363,-2.095
Denmark,329,0,-0.746,-1.809,2.033,1.847,2.219,1.703,1.659,2.516,3.013,1.754,0.952,2.59,-2.044,2.363,-2.095
Denmark,329,0,-0.746,-1.809,1.478,1.847,2.219,1.703,1.659,3.005,3.013,1.754,2.132,2.59,-2.044,2.363,-2.095
Denmark,329,0,-0.746,-1.809,1.478,1.847,2.219,1.703,1.659,3.713,1.815,1.754,2.132,2.59,-2.044,2.363,-2.095
Denmark,329,0,-0.746,-1.556,1.909,1.847,2.219,1.703,1.241,3.713,1.815,1.754,2.132,2.59,-2.044,2.363,-2.095
Denmark,329,0,-0.746,-1.556,2.798,1.847,2.219,1.703,1.241,3.713,1.437,1.754,2.773,2.59,-1.745,2.363,-2.095
Denmark,329,0,-0.939,-1.44,2.511,1.8,2.207,1.718,-0.155,3.704,1.448,1.769,3.289,2.588,-2.038,2.306,-2.079
Denmark,379,0,-1.553,-1.263,2.822,1.79,1.945,1.737,1.065,1.521,1.337,1.751,0.853,1.152,-1.5,2.351,-2.091
Denmark,379,0,-1.553,-1.263,1.725,1.79,1.945,1.737,0.655,1.803,0.978,1.751,1.319,1.809,-0.725,1.726,-2.091
Denmark,379,0,-1.553,-1.263,1.725,1.79,2.187,1.737,0.655,1.803,0.978,1.751,1.319,1.809,-0.499,1.726,-2.091
Denmark,379,0,-1.553,-1.263,1.92,1.79,2.187,1.737,0.655,2.244,0.978,1.751,1.319,1.809,-0.499,1.726,-2.091
Denmark,379,0,-1.553,-1.263,1.92,1.79,2.187,1.737,0.248,2.244,0.978,1.751,1.67,1.809,-0.945,1.726,-2.091
Denmark,379,0,-1.553,-1.263,1.92,1.79,2.187,1.737,0.248,2.244,0.263,1.751,1.67,1.809,-0.945,1.726,-2.091
Denmark,379,0,-1.553,-1.263,1.92,1.79,2.187,1.737,0.248,2.244,0.263,1.751,2.494,1.809,-0.495,1.726,-2.091
Denmark,379,0,-1.553,-1.263,2.537,1.79,1.368,1.737,-0.741,2.244,0.263,1.751,2.949,1.809,-0.495,1.726,-2.091
Denmark,379,0,-1.553,-1.263,2.537,1.79,1.368,1.737,-1.46,2.244,-0.539,1.751,2.949,1.809,-1.185,1.726,-2.091
Denmark,536,0,-1.831,-1.546,2.826,1.803,1.827,1.729,-0.659,0.612,-0.939,0.985,0.483,0.538,0.974,0.74,-2.107
Denmark,536,0,-1.831,-1.546,2.826,1.803,1.827,1.729,-1.111,0.913,-0.544,0.985,0.483,0.538,1.264,0.74,-2.107
Denmark,536,0,-1.831,-1.546,2.826,1.803,1.962,1.729,-1.111,0.913,-0.544,0.985,1.16,0.538,1.264,0.74,-2.107
Denmark,536,0,-1.831,-1.827,2.014,1.803,1.242,1.729,-1.501,1.206,-0.544,0.985,1.16,0.538,1.59,0.74,-2.107
Denmark,536,0,-1.831,-1.556,2.823,1.803,1.242,1.729,-1.501,1.206,-0.544,0.985,1.16,0.538,1.59,0.74,-2.107
Denmark,536,0,-1.831,-1.555,2.823,1.803,1.242,1.729,-1.501,1.206,-0.544,0.985,1.16,0.538,1.59,0.74,-2.107
Denmark,536,0,-1.991,-1.576,3.065,1.779,1.258,1.717,-1.498,1.558,-0.526,0.971,0.966,0.533,1.597,0.507,-2.06
Denmark,800,0,-0.975,-1.57,1.371,1.785,2.21,1.724,2.428,1.52,1.333,1.735,2.32,1.65,0.424,1.701,-2.091
Denmark,1022,1,1.383,0.349,0.465,1.066,-0.425,1.707,-3.717,-0.902,-3.521,0.485,0.823,-0.071,0.737,0.826,-2.089
Denmark,1022,1,1.383,0.366,0.465,1.066,-0.425,1.707,-3.717,-0.902,-3.521,0.485,0.823,-0.071,0.47,1.13,-2.089
Denmark,1022,1,1.172,0.358,0.633,1.066,-0.425,1.707,-3.717,-0.545,-2.542,0.485,0.823,0.543,0.481,1.483,-2.089
Denmark,1022,1,1.172,0.343,0.633,1.066,-0.425,1.707,-3.717,-0.545,-2.542,0.485,0.823,0.543,-0.004,1.483,-2.089
Denmark,1022,1,1.172,0.296,0.49,1.066,-0.425,1.707,-3.717,0.115,-2.542,0.485,0.823,0.543,-0.263,1.483,-2.089
Denmark,1022,1,0.891,0.296,0.49,1.066,-0.425,1.707,-3.717,0.115,-2.542,0.485,0.823,0.543,-0.263,1.717,-2.089
Denmark,1022,1,0.891,0.299,0.49,1.066,-0.425,1.707,-3.717,0.115,-2.062,0.485,0.441,0.543,-0.263,1.717,-2.089
